id,query_title_similarity,query_desc_similarity
2,0.8754178929420133,0.5458321126284301
3,0.34504615849262715,0.27938278808579486
9,0.498273619794302,0.487776996284495
16,0.4855386126268069,0.43529404242301184
17,0.8028882308352204,0.6314944097876838
18,0.7331912375696762,0.6993858019420207
20,0.694165843017741,0.586710083759355
21,0.618310947615776,0.5541731564288727
23,0.7259389011987668,0.7073601881270776
27,0.5814553607133678,0.15953443840871057
34,0.5727338690441627,0.5182658562833038
35,0.727377976562573,0.6672724655912533
37,0.5810302810154129,0.346002916330826
38,0.5295654911999325,0.2907007704073617
48,0.3761074210041653,0.44428165306631584
51,0.4456751778373905,0.39853642093547476
65,0.31038007742892426,0.33862193751072184
69,0.14987420127061024,0.38225252733610693
75,0.46049737882787306,0.6614671483661774
81,0.3325741968793046,0.6094359635352844
85,0.3389194831313083,0.5454700717261884
88,0.6054168653884895,0.5950918006168393
90,0.6262936623500517,0.5773508648289487
92,0.6323390795337179,0.5968876154117572
101,0.22615574230320531,0.11068863524938494
105,0.36469031170600175,0.3956849774855841
106,0.5833485338847046,0.5753268588884789
113,0.1329129506804588,0.17647074278518574
114,0.4031967070371519,0.3690358153151211
117,0.605216903846616,0.7686323474600276
120,0.7172424000190678,0.5332846417969087
122,0.7932857272905907,0.790348784499114
123,0.09707903450884646,0.05446164760336389
125,0.31965202713202423,0.6784475839199534
127,0.2340067792378899,0.6333943682968121
136,0.37942430960271367,0.5635445738973398
138,0.42990728399565536,0.49654419937691474
143,0.23949687701123723,0.6167912092908361
147,0.54167996809504,0.38341705846071766
149,0.1695623409125291,0.49826159713885937
150,0.182499757634868,0.2680037717846172
157,0.247127650717508,0.6190818739689695
158,0.18119316175325914,0.5723842103603325
162,0.6370901725680904,0.4791638771849844
164,0.19746945760667153,0.10542099783638778
165,0.5604666297220247,0.535775462651453
166,0.4670928887058839,0.45401641255638014
172,0.5203181962431834,0.2098707145340517
177,0.43778520856732034,0.5676227484374138
178,0.32426287487725597,0.47305415083377983
179,0.3982263392930117,0.5538678472973899
181,0.2592465895541819,0.3683654588206465
182,0.46071664273732793,0.683562269558303
186,0.3682354924464388,0.5724031750054903
191,0.4879965220824184,0.614478782467962
193,0.42217041069100014,0.6343927782403286
195,0.48939504148904966,0.5211027913213054
201,0.7525401069911292,0.08232504697452998
202,0.7481976550486747,0.2581259859625281
203,0.747501803367771,0.304403057907243
205,0.4834435556345432,0.4866992259392651
210,0.6706081272793845,0.42754331380351906
214,0.6073254234959717,0.6886253886227814
215,0.7920660241204877,0.5865039306065911
223,0.589838225169293,0.34156858651565447
226,0.7056833611903239,0.6797291520209312
227,0.403392212889134,0.41441528893655744
233,0.8475175963654803,0.4953958324307999
241,0.7126346027891707,0.673637627607649
245,0.8855198307680977,0.5594287103898057
255,0.1092584770678897,-0.04424206940393712
257,0.5943834285425816,0.14848453083814953
259,0.4868639611330657,0.5636606565227266
261,0.4537626593965986,0.35998712900060764
266,0.11450417343681969,0.30891759177272654
270,0.6594813670995703,0.42492343919028974
272,0.521791091988293,0.5311768787207425
275,0.459891325087163,0.5618900804219182
276,0.459891325087163,0.5618900804219182
284,0.8546142513961629,0.6980031731146543
290,0.7067242379520391,0.5819315553150359
293,0.6339408092732427,0.5937870067434154
294,0.7057059070694475,0.4521070798134181
297,0.0,0.0
305,0.0,0.0
314,0.5891372353771004,0.4358417024936338
318,0.6477463750032071,0.37600107296388124
319,0.5232172381339117,0.3227235896286114
323,0.6488657900133363,0.4234219382040597
327,0.6360121257541986,0.42486524511329715
331,0.6572270067720387,0.43999052092806457
334,0.5986486022174805,0.309668204233537
335,0.7082634572517191,0.40378582860990303
340,0.3440294151362183,0.347113545564274
341,0.7577318839404044,0.4694610387091925
343,0.49480004491041335,0.7233787357698623
346,0.36986453716879963,0.5373844850150278
347,0.5618917244055186,0.13619851160415078
350,0.49048122469275823,0.7798599897158807
351,0.701722319389633,0.5412947441649215
354,0.7638237138562328,0.7736558280476907
355,0.7542723509182695,0.7078436097215669
359,0.4631220549515676,0.553084248644939
361,0.2567021825135853,0.3428954172768597
363,0.25211742290751893,0.3911710107560222
365,0.18664772483282155,0.339235518728663
373,0.6835059373020516,0.650942407486324
374,0.25465214005206066,0.20216081594143823
375,0.42747934583826425,0.4219323588907956
385,0.37740059614897226,0.4438093053395561
389,0.391707527865582,0.28611396215379326
397,0.271600980487187,0.15569525376168383
400,0.48180542503201745,0.24141772122569333
401,0.6742628626378996,0.4352874018053357
402,0.8109921508351801,0.6357952067958142
403,0.5181871070914998,0.34609007152505306
407,0.4578115910626409,0.4405979563758619
408,0.42772814712600754,0.37775846204958674
411,0.46398105519563354,0.3111244996970097
413,0.5403418490785658,0.6000871353235155
418,0.33952501682192354,0.26728547981558576
421,0.3931761597167368,0.3524069872917718
422,0.5454017155255272,0.3013739453636787
440,0.839517349551204,0.5734490801832758
444,0.6430173580202797,0.5591414643533609
445,0.631970458893365,0.5457029309179855
446,0.6500224046115997,0.6435506545505251
447,0.6313818253407054,0.5743103153801263
452,0.6906302896642791,0.6264506009541528
454,0.6906302387817289,0.6264506592807833
455,0.6137612105568048,0.6283546555249161
456,0.6517610428111318,0.6563938227779469
458,0.6963953385715447,0.7223998301634236
459,0.5919161854931357,0.5958171113979671
461,0.8877981392745428,0.49051254991026155
468,0.6947877859666698,0.4509625152478986
469,0.7649925803645413,0.735437257823547
470,0.7792104751838677,0.7601062209222561
473,0.6782139414573425,0.8327039864705834
475,0.7457538560528238,0.6039709690392951
476,0.6801985323104348,0.5482374904656274
478,0.8138942006816843,0.514391450568784
479,0.8114314526288288,0.6299030794053903
480,0.6001880675562413,0.26304254336355953
481,0.4245072645887411,0.4889397768223961
485,0.38275302841223185,0.021285823435141942
491,0.28104916546305253,0.6624689298828222
492,0.5410520637205607,0.24397727786071685
497,0.546666208157534,0.36942851477355415
500,0.3324412957579528,0.4649893955005448
501,0.5978736211389161,0.07613628589699098
508,0.8327455015901027,0.3948138734574819
511,0.2984576576028234,0.5583084107800235
516,0.6468283422093031,0.419546102705902
517,0.3606484543022106,0.3481545984072782
524,0.6214696304696354,0.5509114516978447
533,0.663452697681786,0.35197518599611693
536,0.5218842487500152,0.4343378198672335
542,0.3994409358372361,0.05093240200649799
544,0.0,0.0
549,0.6703516815495904,0.5819065569130834
551,0.8643261137484283,0.5653828378808833
557,0.5840882452671246,0.5556212507582928
559,0.5053634038470791,0.40428898486102444
562,0.8643261137484283,0.5653828378808833
563,0.8894925862996761,0.6361017245208426
568,0.5790490286683648,0.5384175467852644
571,0.5790490621307814,0.538417544933487
572,0.6839438272873193,0.6267839078404958
573,0.0,0.0
576,0.6390894401366689,0.42747675790160583
581,0.7551813665400866,0.638924478915189
582,0.7566510023170763,0.4670702447978
583,0.852357705263075,0.6963426313550765
584,0.8371866728921158,0.6459987868027163
585,0.5754618574237655,0.1114159999957234
591,0.7401884984432908,0.44810781820998313
593,0.7694229802878179,0.44720106825822015
595,0.6167464900575345,0.3499563250256275
600,0.6294813677381753,0.4863393690367094
605,0.4634727506961214,0.6854076891301686
606,0.4029455498459799,0.5446138034489454
611,0.4006170989146887,0.4778872956367902
619,0.6926215102461492,0.5190375849220674
626,0.43741288062321937,0.6419140559123279
630,0.5781749722874793,0.7078098636459697
634,0.3838859282011511,0.27423737079077715
635,0.42580745971018896,0.4297912843579009
636,0.5600711743049591,0.5329678729132703
637,0.3357182813329948,0.14721283967367468
640,0.30117894567134323,0.1763301818077204
642,0.7568399439571226,0.5898940898589778
643,0.44302499933226036,0.4297758184940393
644,0.6993138707707566,0.3466052265599211
646,0.2064806718048656,0.20765611145247745
652,0.6285931698441695,0.5623307408769995
653,0.27505647102499614,0.2910860832962108
659,0.23400767775662487,0.142184081109879
660,0.765912860188693,0.5115008430145307
661,0.7679383022682673,0.4915544644694468
662,0.20792617083343995,0.6787176812984577
663,0.5421939311522794,0.22516568468638873
666,0.5517615363719951,0.24085322096662695
668,0.25523511703739754,0.4648298100031333
669,0.39072505602212804,0.7156752516614645
670,0.757457702945255,0.4832273175147947
671,0.7313753325751373,0.4130839578410134
674,0.6830337522050626,0.4946074964215823
677,0.48000033958166405,0.6368177748030966
679,0.9709118427525155,0.3246395408698322
680,0.7131967453622279,0.7806381733149699
682,0.7426583135033956,0.5648560522998245
686,0.5563610471315176,0.481368360402914
687,0.7278212306982432,0.6450554165868421
688,0.5249086421333562,0.4401019602144901
690,0.3839035739978889,0.3255810859454293
691,0.6535367828524652,0.5640014951706077
696,0.5026572651815511,0.580508759429421
700,0.6058987234252055,0.582605665718252
712,0.7960573601711758,0.7284059353052906
713,0.6217701398574549,0.5533920862268092
715,0.6429776413537381,0.46203463534315764
718,0.5332126419941039,0.3726928066163257
722,0.5705310842845589,0.3872244267538164
726,0.7609114142785376,0.5608818728871658
731,0.8800389546003765,0.681815841894139
734,0.3843285288528099,0.4091836616766848
737,0.6165784221748335,0.3181376468545503
739,0.6669276921487092,0.543721290345495
740,0.6497641920391868,0.4541452084654031
742,0.7087697134861229,0.4140937526939635
743,0.711429111326815,0.5160201580736048
745,0.5019899395705042,0.28763590862478217
748,0.17700857085440871,0.07784494055302436
749,0.5020859446322177,0.2656244535087564
751,0.5091532362117592,0.4137751272421227
753,0.4051016870631585,0.4054344726706595
756,0.5619202291118619,0.4336594476958008
758,0.21246354089031996,0.30408563701680896
759,0.4024594180713395,0.09815485136992452
760,0.26409912637040117,0.3888319438057122
763,0.3407590267082908,0.5624285149197189
764,0.5469046654106369,0.6901388852383865
765,0.28141121101523925,0.5880978947904754
771,0.6449988735527326,0.6920554450398623
773,0.5973797542859842,0.7207705770325171
778,0.7400963350438847,0.6067213872079692
784,0.8400651299087428,0.4034015471428948
787,0.7828831662545204,0.6647746439785053
790,0.7197869406260379,0.6228577821431557
791,0.7371995865497455,0.6472521412298428
800,0.7392906004812384,0.6753572220169335
801,0.7147477269171008,0.6503167258554905
811,0.18071401471972143,0.17657245044105832
812,0.428778048654187,0.3996330393758224
817,0.0,0.0
818,0.0,0.0
819,0.23048673022622135,0.282639462158112
824,0.6211309162453842,0.6802801203462839
826,0.6516941738099,0.5206251858449104
828,0.7317714443397898,0.47121115583621753
831,0.8074677140253038,0.5822496885211957
832,0.8005242169061749,0.5760924042259142
837,0.7875356728828076,0.5606418442571882
843,0.6588727448619233,0.5410619783199377
844,0.5593084363575166,0.3964326190223258
847,0.6683274927799121,0.583940032988564
852,0.5536561416491925,0.426653070951801
857,0.5834407169732604,0.6705898962960559
862,0.7735479142134923,0.6891523238623379
867,0.6758618973708209,0.19543575511206832
868,0.5718734697662056,0.4454909412668356
869,0.4804333287994352,0.6104046000039675
872,0.7085775339595028,0.36669304382692375
876,0.28726082528369373,0.43218382794699867
878,0.5718734390703252,0.4454909764239086
881,0.5069927723392633,0.4346033499999216
882,0.5718734390703252,0.4454909764239086
885,0.5508786365954587,0.4242031315679175
886,0.25993807352546183,0.6669800512439914
893,0.388689625058414,0.40847295970165687
894,0.32745151057705224,0.37224374755153955
895,0.1375484300799771,0.683645827385437
898,0.1328904236179053,0.3112133185423249
899,0.22801421410688302,0.8236554735702211
902,0.7218737552600224,0.6898903971644247
908,0.7866990792545234,0.28262560454347035
909,0.3017070002373294,0.06001164264149472
910,0.23169371071062764,0.2545912329649726
912,0.06893440810844191,0.26382106686157425
918,0.14588239085270363,0.3799097820709216
922,0.4574583282948444,0.23500033935349607
923,0.6075405985717395,0.360640338810892
928,0.35528480400457935,0.46021869050685815
929,0.6907016785881697,0.577340963451262
934,0.7510147876222573,0.5478260012025296
940,0.5936904982884739,0.4216313233948793
944,0.1663973624164203,0.41587912879892125
954,0.6391977606266195,0.4180712157307079
958,0.6016288135387757,0.4007941164929835
962,0.44106914350013043,0.22647311870794884
963,0.5659483541048169,0.501323062095397
969,0.9197322764802576,0.40521995177632986
974,0.0,0.0
978,0.7684510834076826,0.624843777068692
984,0.5088412734477498,0.5540539249732378
991,0.5819302590527075,0.4439734727609833
1000,0.6207497366796975,0.54168765534531
1001,0.0,0.0
1004,0.5253087305653483,0.5491609690154579
1007,0.43511973625076117,0.364447241459035
1008,0.48511827975851246,0.550008057901975
1019,0.7017437961887945,0.5661098792239364
1020,0.804833815730792,0.565829838922736
1022,0.820191942191713,0.6575553911070712
1026,0.6781936460888135,0.695313057195222
1028,0.6371237744159257,0.5308951205868996
1031,0.5169861999991987,0.620117328801341
1038,0.5852683589989828,0.3955568644888631
1040,0.31714317212666626,0.31789183825062783
1051,0.6855248578442593,0.5602879138147725
1053,0.6381304524724148,0.5154561141753508
1056,0.0,0.0
1060,0.6377055362396246,0.6338521140334584
1062,0.5923932234544529,0.5488264090070829
1065,0.7365582944771142,0.6952063400172475
1068,0.8101445172861707,0.6535800984580589
1072,0.3484028549793322,0.3459961949593227
1073,0.5273254987273003,0.6205868454798612
1074,0.6765823323567398,0.535731302538662
1076,0.2951320504806264,0.40726691623393974
1080,0.45527380853024985,0.3625656990754882
1081,0.0,0.0
1083,0.6073692704357327,0.5030754406942693
1084,0.3558403494753443,0.30878886911368997
1086,0.5004462672899042,0.4026614570367677
1090,0.6338451553012434,0.4773638446057573
1095,0.34026945710788553,0.33006320406476525
1097,0.46761397233563684,0.39201086045973216
1098,0.4453544926489783,0.40059209160928994
1101,0.22627004824299193,0.22013024943482679
1103,0.8281520542064933,0.6666598464307055
1104,0.46417315593734737,0.5139026320300737
1107,0.5625512388219263,0.630519923210637
1108,0.4624707867737264,0.5755485419157604
1116,0.6018667551127446,0.4001028953256644
1121,0.7977763347785765,0.4401437466229534
1128,0.6107678142277706,0.5012485165042058
1129,0.6192685931213997,0.5536231692771548
1132,0.7360136751532937,0.40851534460597394
1134,0.7481514509589523,0.7335726034521166
1135,0.6777402796265534,0.5321520415251074
